batter,game_year,name_last,name_first,plate_appearance,speciality_score
407893.0,2015.0,teixeira,mark,830,235.22440212698558
407893.0,2016.0,teixeira,mark,1780,246.33168703676554
408042.0,2014.0,laird,gerald,585,223.93064937662524
408045.0,2014.0,mauer,joe,2149,276.87178909969106
408045.0,2015.0,mauer,joe,1636,270.5251300749115
408045.0,2016.0,mauer,joe,2465,276.4611231785631
408045.0,2017.0,mauer,joe,2614,295.167380177376
408045.0,2018.0,mauer,joe,2163,270.3842893477282
408047.0,2014.0,morneau,justin,1896,368.8304530807493
408047.0,2015.0,morneau,justin,298,295.95371504640946
408047.0,2016.0,morneau,justin,840,266.12958793765154
408210.0,2014.0,figgins,chone,373,237.1190476190476
408234.0,2014.0,cabrera,miguel,2553,441.0380449898016
408234.0,2015.0,cabrera,miguel,868,330.74187736382856
408234.0,2016.0,cabrera,miguel,2476,337.9236366194076
408234.0,2017.0,cabrera,miguel,2033,354.3069134593555
408234.0,2018.0,cabrera,miguel,574,334.2728547525868
408236.0,2014.0,gonzalez,adrian,2506,336.25529981353793
408236.0,2015.0,gonzalez,adrian,1489,283.7850438970045
408236.0,2016.0,gonzalez,adrian,2389,293.01240493480907
408236.0,2017.0,gonzalez,adrian,890,304.37216494872024
408236.0,2018.0,gonzalez,adrian,658,241.34891560684346
408242.0,2014.0,nieves,wil,423,285.00573663364366
408252.0,2014.0,phillips,brandon,1824,419.67337942579894
408252.0,2015.0,phillips,brandon,1391,281.96028550333466
408252.0,2016.0,phillips,brandon,2091,318.336750582034
408252.0,2017.0,phillips,brandon,2088,308.2399338920214
408299.0,2014.0,infante,omar,2213,351.1400493653287
408299.0,2015.0,infante,omar,824,479.32497625733276
408299.0,2016.0,infante,omar,510,354.9048772709521
408307.0,2014.0,crawford,carl,1344,303.0347001562504
408307.0,2015.0,crawford,carl,551,256.0192188763618
408307.0,2016.0,crawford,carl,290,360.12746512746514
408314.0,2014.0,reyes,jose,2305,375.6306440513455
408314.0,2015.0,reyes,jose,1212,324.5730874534371
408314.0,2016.0,reyes,jose,1067,225.56874672946103
408314.0,2017.0,reyes,jose,2068,354.02571300097975
408314.0,2018.0,reyes,jose,963,353.48448435507777
421124.0,2014.0,santiago,ramon,813,271.54948042435365
421685.0,2014.0,harang,aaron,232,114.03829503829505
424325.0,2014.0,ross,david,709,188.19578936260834
424325.0,2015.0,ross,david,448,180.55076140149743
424325.0,2016.0,ross,david,851,173.55135673174934
424825.0,2014.0,crisp,coco,2163,292.97124090051193
424825.0,2015.0,crisp,coco,337,264.5709918736235
424825.0,2016.0,crisp,coco,1899,271.6635993920631
425491.0,2014.0,doumit,ryan,657,208.3485404844034
425496.0,2014.0,ross,cody,858,351.2420768811608
425509.0,2014.0,peralta,jhonny,2584,261.102382772168
425509.0,2015.0,peralta,jhonny,1488,281.3058764738374
425509.0,2016.0,peralta,jhonny,1203,223.21060649476283
425509.0,2017.0,peralta,jhonny,216,197.24260235888144
425543.0,2014.0,wilson,josh,229,237.44238429593122
425545.0,2014.0,willingham,josh,1542,250.94375122438225
425549.0,2014.0,barmes,clint,446,416.93041238582043
425549.0,2015.0,barmes,clint,491,258.5824581809983
425557.0,2014.0,baker,jeff,824,258.2338922338922
425560.0,2014.0,laroche,adam,2406,252.05117363520353
425560.0,2015.0,laroche,adam,924,268.63394083372344
425567.0,2014.0,rios,alex,2023,317.45283804454965
425567.0,2015.0,rios,alex,1382,277.6501143803666
425664.0,2014.0,victorino,shane,527,258.9215805259948
425664.0,2015.0,victorino,shane,494,318.1142039125233
425766.0,2014.0,loney,james,2390,347.2782891714882
425766.0,2015.0,loney,james,890,405.28260279017275
425766.0,2016.0,loney,james,1248,342.61085544489873
425772.0,2014.0,mathis,jeff,716,218.3061753026766
425772.0,2015.0,mathis,jeff,303,348.69396051103365
425772.0,2016.0,mathis,jeff,447,275.22551208459527
425772.0,2017.0,mathis,jeff,783,320.2983766013871
425772.0,2018.0,mathis,jeff,858,223.71311670575523
425783.0,2014.0,choo,shin-soo,2139,376.9142971942286
425783.0,2015.0,choo,shin-soo,1640,244.45730207594306
425783.0,2016.0,choo,shin-soo,846,286.051581131725
425783.0,2017.0,choo,shin-soo,2542,259.29002380814325
425783.0,2018.0,choo,shin-soo,2721,230.38566307397875
425784.0,2014.0,rivera,rene,1270,249.46051104162876
425784.0,2015.0,rivera,rene,498,212.33399314044473
425784.0,2016.0,rivera,rene,754,234.45755955897943
425784.0,2017.0,rivera,rene,872,226.27219693390845
425784.0,2018.0,rivera,rene,342,168.17448031844316
425794.0,2014.0,wainwright,adam,286,209.87848189673747
425794.0,2016.0,wainwright,adam,227,355.9191919191919
425796.0,2015.0,francoeur,jeff,647,376.40052719828213
425796.0,2016.0,francoeur,jeff,1244,238.77669763916307
425834.0,2014.0,upton,b. j.,2201,249.15429007905462
425834.0,2015.0,upton,b. j.,800,236.74723111408883
425834.0,2016.0,upton,b. j.,2029,264.02096484990426
425844.0,2014.0,greinke,zack,257,247.1572780983174
425844.0,2016.0,greinke,zack,201,350.76306376838295
425844.0,2017.0,greinke,zack,303,175.0412087912088
425844.0,2018.0,greinke,zack,225,297.3867182200516
425877.0,2014.0,molina,yadier,1736,310.25481268806914
425877.0,2015.0,molina,yadier,1029,464.2649597810125
425877.0,2016.0,molina,yadier,2066,398.6348259449951
425877.0,2017.0,molina,yadier,1974,385.65985883013343
425877.0,2018.0,molina,yadier,1936,285.21314622354214
425900.0,2014.0,navarro,dioner,1961,296.57710866774255
425900.0,2015.0,navarro,dioner,584,275.30427067901917
425900.0,2016.0,navarro,dioner,1339,266.60710103092373
425902.0,2014.0,fielder,prince,595,316.97821792951646
425902.0,2015.0,fielder,prince,1570,366.46927379995236
425902.0,2016.0,fielder,prince,1375,312.69683523313824
429664.0,2014.0,cano,robinson,2291,507.65372178129905
429664.0,2015.0,cano,robinson,1442,448.28219143950037
429664.0,2016.0,cano,robinson,2543,380.25516990573476
429664.0,2017.0,cano,robinson,2312,476.09967260376146
429664.0,2018.0,cano,robinson,1234,323.38211264729136
429665.0,2014.0,encarnacion,edwin,2225,355.6112396085649
429665.0,2015.0,encarnacion,edwin,1625,399.08320083592344
429665.0,2016.0,encarnacion,edwin,2899,277.6073121441957
429665.0,2017.0,encarnacion,edwin,2904,206.44087181932449
429665.0,2018.0,encarnacion,edwin,2266,271.3219916995269
429666.0,2014.0,hardy,j. j.,2336,305.7692994817656
429666.0,2015.0,hardy,j. j.,1217,308.5301840564981
429666.0,2016.0,hardy,j. j.,1797,443.1952685108038
429666.0,2017.0,hardy,j. j.,1026,337.7855192677327
429667.0,2014.0,howard,ryan,2606,235.41754559329627
429667.0,2015.0,howard,ryan,1007,257.500840183305
429667.0,2016.0,howard,ryan,1369,310.16890789999917
429711.0,2015.0,gutierrez,franklin,843,156.445498957891
429711.0,2016.0,gutierrez,franklin,1248,179.8908521591725
429711.0,2017.0,gutierrez,franklin,263,180.5901884544821
429713.0,2014.0,sizemore,grady,1542,255.61710181540212
429713.0,2015.0,sizemore,grady,711,289.58101890043815
429717.0,2014.0,haren,dan,227,191.60663897506
429722.0,2014.0,santana,ervin,234,142.01963241436926
430001.0,2014.0,weeks,rickie,1066,255.71554746546622
430001.0,2016.0,weeks,rickie,834,205.3102900466135
430001.0,2017.0,weeks,rickie,482,197.7226052070772
430203.0,2014.0,dejesus,david,1123,294.4967352137759
430203.0,2015.0,dejesus,david,557,280.33056660041575
430321.0,2014.0,young,delmon,959,354.4504165131123
430404.0,2014.0,gomes,jonny,1346,243.64160528849632
430404.0,2015.0,gomes,jonny,511,214.0877959843477
430580.0,2014.0,simon,alfredo,216,237.6704771774725
430585.0,2014.0,kubel,jason,787,234.8227041059179
430603.0,2014.0,kelly,don,767,265.74926943089633
430605.0,2014.0,raburn,ryan,814,255.59631462039226
430605.0,2015.0,raburn,ryan,394,156.2594856124268
430605.0,2016.0,raburn,ryan,1057,187.39166430817303
430605.0,2017.0,raburn,ryan,265,192.72428699120428
430611.0,2014.0,hart,corey,949,258.6174415074858
430637.0,2014.0,johnson,kelly,1153,260.2354815229739
430637.0,2015.0,johnson,kelly,905,231.11028011957416
430637.0,2016.0,johnson,kelly,1251,308.0229903806878
430652.0,2015.0,bourgeois,jason,841,248.04554565322007
430668.0,2014.0,hairston,scott,328,257.4242424242424
430681.0,2014.0,johnson,dan,207,233.2178932178932
430832.0,2014.0,bautista,jose,2728,354.11139335022
430832.0,2015.0,bautista,jose,1864,272.78685896642713
430832.0,2016.0,bautista,jose,2195,265.39639966242834
430832.0,2017.0,bautista,jose,2973,227.09183472769962
430832.0,2018.0,bautista,jose,1726,222.97494131767144
430897.0,2014.0,swisher,nick,1648,242.81346999688088
430897.0,2015.0,swisher,nick,597,233.30519764725125
430906.0,2014.0,murphy,donnie,515,239.51458231999948
430910.0,2014.0,pena,brayan,1346,525.1618683889412
430910.0,2015.0,pena,brayan,661,380.81867453090473
430935.0,2014.0,hamels,cole,227,201.58862742196072
430945.0,2014.0,jones,adam,2574,318.3080244646735
430945.0,2015.0,jones,adam,1114,270.77057204878275
430945.0,2016.0,jones,adam,2334,314.66985430597475
430945.0,2017.0,jones,adam,2281,338.6503095216501
430945.0,2018.0,jones,adam,2126,329.36925734808483
430947.0,2014.0,aybar,erick,2150,500.9294200563387
430947.0,2015.0,aybar,erick,1248,375.4342570820045
430947.0,2016.0,aybar,erick,1633,427.1332375215616
430947.0,2017.0,aybar,erick,1354,479.57050597187015
430948.0,2014.0,callaspo,alberto,1793,334.05998090487077
430948.0,2015.0,callaspo,alberto,355,190.4024844575533
431094.0,2014.0,hill,aaron,2027,330.7533361707182
431094.0,2015.0,hill,aaron,743,308.67165197899146
431094.0,2016.0,hill,aaron,1666,306.52989892805454
431094.0,2017.0,hill,aaron,334,249.4133659185964
431145.0,2014.0,martin,russell,1933,260.2095134037876
431145.0,2015.0,martin,russell,1300,199.48147910623112
431145.0,2016.0,martin,russell,2284,263.9737774213624
431145.0,2017.0,martin,russell,1490,200.30788958493955
431145.0,2018.0,martin,russell,1444,228.50653130118815
431151.0,2014.0,wright,david,2191,298.19552243070706
431151.0,2015.0,wright,david,823,200.73624135234482
431151.0,2016.0,wright,david,716,150.48569171886186
431171.0,2014.0,mcgehee,casey,2524,308.3487061718167
431171.0,2015.0,mcgehee,casey,499,274.1069005621244
431171.0,2016.0,mcgehee,casey,333,352.3070993631158
433217.0,2015.0,blanco,andres,789,334.9650904060044
433217.0,2016.0,blanco,andres,786,374.50509746454526
433217.0,2017.0,blanco,andres,552,263.5297762905125
434158.0,2014.0,granderson,curtis,2673,235.1711112188588
434158.0,2015.0,granderson,curtis,2077,233.87561966405272
434158.0,2016.0,granderson,curtis,2691,235.68324426280202
434158.0,2017.0,granderson,curtis,2429,355.6939150533897
434158.0,2018.0,granderson,curtis,1754,205.09712950065926
434540.0,2014.0,jones,garrett,2173,297.75686854865984
434540.0,2015.0,jones,garrett,249,328.6403991488737
434563.0,2014.0,ruiz,carlos,1781,271.34629124503675
434563.0,2015.0,ruiz,carlos,576,375.97895272137356
434563.0,2016.0,ruiz,carlos,994,258.3557028205272
434563.0,2017.0,ruiz,carlos,629,261.92352516013307
434567.0,2014.0,soto,geovany,363,215.0211722095941
434567.0,2015.0,soto,geovany,467,172.1620561738209
434567.0,2016.0,soto,geovany,293,279.4315746173331
434604.0,2014.0,morse,mike,1855,286.6305385954902
434604.0,2015.0,morse,mike,507,158.39344076243344
434624.0,2014.0,nix,jayson,350,170.18600575052187
434628.0,2016.0,hammel,jason,248,148.0490162011901
434633.0,2014.0,baker,john,815,262.3107018716495
434636.0,2014.0,pagan,angel,1461,332.11922678391215
434636.0,2015.0,pagan,angel,1140,359.257675898587
434636.0,2016.0,pagan,angel,2115,317.1951209250504
434658.0,2014.0,davis,rajai,1739,353.78066201770764
434658.0,2015.0,davis,rajai,785,366.38340772061696
434658.0,2016.0,davis,rajai,1834,379.54729225017894
434658.0,2017.0,davis,rajai,1331,362.687162549867
434658.0,2018.0,davis,rajai,755,306.2533194351169
434661.0,2014.0,mclouth,nate,627,301.3100646312325
434670.0,2014.0,ramirez,hanley,1966,275.5910392941303
434670.0,2015.0,ramirez,hanley,635,271.7410520113492
434670.0,2016.0,ramirez,hanley,2409,391.9820778618341
434670.0,2017.0,ramirez,hanley,2132,270.6899569066606
434670.0,2018.0,ramirez,hanley,689,251.58538652426444
434778.0,2014.0,morales,kendrys,1483,409.0252725943485
434778.0,2015.0,morales,kendrys,1715,319.1988258787184
434778.0,2016.0,morales,kendrys,2451,303.28839451727964
434778.0,2017.0,morales,kendrys,2326,275.92148164919195
434778.0,2018.0,morales,kendrys,1890,305.31150860777814
435041.0,2014.0,quentin,carlos,569,244.0644785013105
435062.0,2014.0,kendrick,howie,2536,423.0876568537823
435062.0,2015.0,kendrick,howie,891,314.56344767094095
435062.0,2016.0,kendrick,howie,2068,433.6776976257572
435062.0,2017.0,kendrick,howie,1318,421.6127717725852
435062.0,2018.0,kendrick,howie,523,301.5114497482242
435063.0,2014.0,napoli,mike,2212,341.4107514185164
435063.0,2015.0,napoli,mike,1025,229.71238403515403
435063.0,2016.0,napoli,mike,2942,260.3372905326719
435063.0,2017.0,napoli,mike,2126,184.02635722958127
435064.0,2015.0,wilson,bobby,346,198.1893282059395
435064.0,2016.0,wilson,bobby,937,395.03059286967573
435064.0,2018.0,wilson,bobby,606,323.86665458967195
435078.0,2014.0,arias,joaquin,730,266.08045103858313
435079.0,2014.0,kinsler,ian,2620,379.3442353367653
435079.0,2015.0,kinsler,ian,1360,348.05259476203855
435079.0,2016.0,kinsler,ian,2509,340.4440946890624
435079.0,2017.0,kinsler,ian,2407,360.4882404991234
435079.0,2018.0,kinsler,ian,2203,269.8141833429849
435219.0,2014.0,hannahan,jack,220,270.1382047071702
435220.0,2014.0,sweeney,ryan,925,329.3021322998156
435263.0,2014.0,mccann,brian,2061,342.54961003619195
435263.0,2015.0,mccann,brian,1267,263.3487320700905
435263.0,2016.0,mccann,brian,2011,261.9328050785161
435263.0,2017.0,mccann,brian,1836,265.2098104845581
435263.0,2018.0,mccann,brian,825,262.3241912798875
435401.0,2014.0,schumaker,skip,1054,278.7820020668666
435401.0,2015.0,schumaker,skip,638,274.03331210630273
435522.0,2014.0,walker,neil,2167,320.8178284413178
435522.0,2015.0,walker,neil,1350,290.4552730070981
435522.0,2016.0,walker,neil,1838,280.3467858009739
435522.0,2017.0,walker,neil,1705,321.3446306000231
435522.0,2018.0,walker,neil,1562,260.64440980432073
435559.0,2014.0,suzuki,kurt,1983,377.87977409860486
435559.0,2015.0,suzuki,kurt,991,315.38557374857686
435559.0,2016.0,suzuki,kurt,1332,396.4697683316986
435559.0,2017.0,suzuki,kurt,1091,303.1016501771979
435559.0,2018.0,suzuki,kurt,1343,395.5349969880524
435622.0,2014.0,desmond,ian,2514,244.53299668553024
435622.0,2015.0,desmond,ian,1371,262.01792063943935
435622.0,2016.0,desmond,ian,2572,323.0015196132829
435622.0,2017.0,desmond,ian,1380,299.44352975027664
435622.0,2018.0,desmond,ian,2363,258.4233529496199
435623.0,2014.0,frandsen,kevin,777,323.3526294693028
435625.0,2014.0,schierholtz,nate,1479,234.13013674878658
443558.0,2014.0,cruz,nelson,2622,316.6362973112458
443558.0,2015.0,cruz,nelson,1500,236.56226980717713
443558.0,2016.0,cruz,nelson,2728,264.9784971637499
443558.0,2017.0,cruz,nelson,2473,257.15585229920873
443558.0,2018.0,cruz,nelson,2263,302.8239393694268
444379.0,2014.0,jaso,john,1287,318.3104476680915
444379.0,2015.0,jaso,john,865,298.5355938840982
444379.0,2016.0,jaso,john,1695,233.54742958771809
444379.0,2017.0,jaso,john,1298,248.87652708777657
444432.0,2014.0,trumbo,mark,1332,259.8653021972175
444432.0,2015.0,trumbo,mark,1231,266.5544621654509
444432.0,2016.0,trumbo,mark,2621,369.2871718222624
444432.0,2017.0,trumbo,mark,2305,321.1153274058758
444432.0,2018.0,trumbo,mark,1411,272.0715781377732
444482.0,2014.0,peralta,david,1226,294.14987787830785
444482.0,2015.0,peralta,david,1189,312.34245380178487
444482.0,2016.0,peralta,david,664,278.151062819937
444482.0,2017.0,peralta,david,2201,340.51662447399593
444482.0,2018.0,peralta,david,2215,284.5869746185534
444489.0,2016.0,pina,manny,321,204.02470320895435
444489.0,2017.0,pina,manny,1424,251.72897265411996
444489.0,2018.0,pina,manny,1337,239.20676317167525
444843.0,2014.0,ethier,andre,1427,275.2393505763131
444843.0,2015.0,ethier,andre,957,265.6280007229061
444876.0,2014.0,escobar,alcides,2421,341.8569564408375
444876.0,2015.0,escobar,alcides,1713,319.32298345087156
444876.0,2016.0,escobar,alcides,2450,419.54432395061065
444876.0,2017.0,escobar,alcides,2230,408.4215810446998
444876.0,2018.0,escobar,alcides,1898,301.8666007252027
445055.0,2014.0,jay,jon,1783,410.8329869801053
445055.0,2015.0,jay,jon,323,263.69473141585854
445055.0,2016.0,jay,jon,1422,274.70595012960837
445055.0,2017.0,jay,jon,1809,284.4180867130485
445055.0,2018.0,jay,jon,2218,261.9179034898299
445988.0,2014.0,prado,martin,2165,300.18365269639537
445988.0,2015.0,prado,martin,1130,272.5933573073032
445988.0,2016.0,prado,martin,2566,286.5712127849847
445988.0,2017.0,prado,martin,623,280.04073719217763
445988.0,2018.0,prado,martin,812,285.70320889014477
446263.0,2014.0,duda,lucas,2443,323.64931170768983
446263.0,2015.0,duda,lucas,1376,214.77210032183774
446263.0,2016.0,duda,lucas,688,274.1151986401779
446263.0,2017.0,duda,lucas,2024,299.5517963471796
446263.0,2018.0,duda,lucas,1479,193.73379581346896
446308.0,2014.0,wieters,matt,391,388.3023159636063
446308.0,2015.0,wieters,matt,1027,350.7544202978168
446308.0,2016.0,wieters,matt,1682,308.6590834899017
446308.0,2017.0,wieters,matt,1825,419.34047010773065
446308.0,2018.0,wieters,matt,1032,253.13009699716872
446334.0,2014.0,longoria,evan,2505,397.2942140248572
446334.0,2015.0,longoria,evan,1523,427.2712515823152
446334.0,2016.0,longoria,evan,2523,394.13018039141343
446334.0,2017.0,longoria,evan,2490,325.2521229528997
446334.0,2018.0,longoria,evan,1884,264.4011591531875
446359.0,2014.0,cozart,zack,1956,350.3161342239008
446359.0,2016.0,cozart,zack,1893,261.26969350018504
446359.0,2017.0,cozart,zack,2120,273.05384847222683
446359.0,2018.0,cozart,zack,927,296.51927382440067
446381.0,2014.0,barney,darwin,967,408.9026941044479
446381.0,2016.0,barney,darwin,1145,337.04679552934203
446381.0,2017.0,barney,darwin,1328,274.3421042055361
446386.0,2014.0,guyer,brandon,1113,286.555796055796
446386.0,2015.0,guyer,brandon,851,256.2187179886153
446386.0,2016.0,guyer,brandon,1207,362.80858563302485
446386.0,2017.0,guyer,brandon,761,274.68910356932565
446386.0,2018.0,guyer,brandon,859,221.6890474459282
446481.0,2014.0,rodriguez,sean,962,337.6022691373598
446481.0,2015.0,rodriguez,sean,529,240.34633109360024
446481.0,2016.0,rodriguez,sean,1334,206.26249124255298
446481.0,2017.0,rodriguez,sean,593,193.00899100899102
446481.0,2018.0,rodriguez,sean,741,166.1931938512705
446653.0,2014.0,lobaton,jose,864,218.39651999672932
446653.0,2015.0,lobaton,jose,360,214.63443677065968
446653.0,2016.0,lobaton,jose,426,267.67600082355494
446653.0,2017.0,lobaton,jose,633,348.7851460134069
446653.0,2018.0,lobaton,jose,253,178.3904592139886
447736.0,2014.0,dickerson,chris,458,231.2844129208907
448170.0,2014.0,ishikawa,travis,634,179.59406423729166
448170.0,2015.0,ishikawa,travis,282,202.53278488572607
448242.0,2014.0,gwynn,tony,478,273.0495808856793
448296.0,2014.0,lucas,ed,739,225.894076897859
448602.0,2014.0,reynolds,mark,1754,245.58949658481131
448602.0,2015.0,reynolds,mark,1076,201.13052867973286
448602.0,2016.0,reynolds,mark,1828,291.1574699639294
448602.0,2017.0,reynolds,mark,2479,265.2161519153051
448602.0,2018.0,reynolds,mark,961,230.36100770371584
448605.0,2014.0,ruggiano,justin,993,227.62613269790506
448605.0,2015.0,ruggiano,justin,235,294.5967046238785
448605.0,2017.0,ruggiano,justin,228,299.1025641025641
448801.0,2014.0,davis,chris,2175,234.4063822334811
448801.0,2015.0,davis,chris,1678,303.78179131595994
448801.0,2016.0,davis,chris,2755,239.18125591966944
448801.0,2017.0,davis,chris,2114,282.4172696415836
448801.0,2018.0,davis,chris,2150,224.3876026946575
449107.0,2014.0,aviles,mike,1357,462.8702968315156
449107.0,2015.0,aviles,mike,626,252.37264863124074
449107.0,2016.0,aviles,mike,667,355.4934000500569
449107.0,2017.0,aviles,mike,352,412.24562450722243
449181.0,2015.0,orlando,paulo,515,246.0456918360738
449181.0,2016.0,orlando,paulo,1666,283.384235947156
449181.0,2017.0,orlando,paulo,296,263.0902671459947
449181.0,2018.0,orlando,paulo,334,270.9069189722872
449786.0,2014.0,corporan,carlos,723,346.29587134304114
450172.0,2014.0,volquez,edinson,211,153.52474323062557
450314.0,2014.0,zobrist,ben,2538,304.92562663881927
450314.0,2015.0,zobrist,ben,1865,330.168022311147
450314.0,2016.0,zobrist,ben,2653,227.25427790594034
450314.0,2017.0,zobrist,ben,2050,276.3434286078049
450314.0,2018.0,zobrist,ben,1994,283.78530280755814
450317.0,2014.0,arencibia,j. p.,812,285.8896238920569
450317.0,2015.0,arencibia,j. p.,260,326.16664381370265
450729.0,2014.0,fister,doug,220,263.8895217842586
451089.0,2015.0,peterson,shane,712,252.789610414442
451089.0,2017.0,peterson,shane,327,249.2772730713907
451192.0,2014.0,adduci,jim,448,270.14579514579515
451192.0,2017.0,adduci,jim,386,243.4218055551561
451192.0,2018.0,adduci,jim,681,309.28451665293767
451594.0,2014.0,fowler,dexter,2081,246.46663482775233
451594.0,2015.0,fowler,dexter,1819,205.76548218236414
451594.0,2016.0,fowler,dexter,2425,172.4087308042611
451594.0,2017.0,fowler,dexter,1949,215.94845029168147
451594.0,2018.0,fowler,dexter,1328,231.22143450376262
451596.0,2014.0,gallardo,yovani,209,188.91955997219156
452035.0,2014.0,blanks,kyle,241,291.01190476190476
452095.0,2014.0,flowers,tyler,1716,254.14702586937915
452095.0,2015.0,flowers,tyler,888,245.28883519064738
452095.0,2016.0,flowers,tyler,1313,209.13214621899942
452095.0,2017.0,flowers,tyler,1429,268.239335129545
452095.0,2018.0,flowers,tyler,1235,259.12869326497173
452104.0,2014.0,headley,chase,2117,273.88480643892285
452104.0,2015.0,headley,chase,1478,331.52593895474877
